Model,Network Type,GPRS,Year,Month,Height,Breadth,Width,Weight,Sim,Screen,Screen Size,Resolution_X,Resolution_Y,OS,Chipset,Cores,GPU,External Memory,Hard Disk,Main Memory,GPS,USB Type,Battery Size,NFC,Wifi,Radio,Fingerprint,Accelerometer,Gyroscope,Proximity
Apple iPad Pro,2310,1,2017,6,250.6,174.1,6.1,469,1,IPS LCD,10.5,1668,2224,iOS 10.3.2,Apple A10X,-,-,0,64,4,6,3,8134,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Honor 9,385,1,2017,6,147.3,70.9,7.5,155,2,IPS LCD,5.15,1080,1920,Android 7.0,HiSilicon Kirin,8,Mali G71,256,64,4,30,1,3200,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Motorola Moto Z,385,1,2017,6,156.2,76.2,6,145,3,Super AMOLED,5.5,1080,1920,Android 7.1.1,Qualcomm MSM8953,8,Adre0 506,256,64,4,6,3.1,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto E,385,1,2017,6,155,77.5,9.6,198,3,IPS LCD,5.5,720,1280,Android 7.1.1,Mediatek MT6737,4,Mali T720,128,16,3,6,2,5000,1,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Motorola Moto E,385,1,2017,6,144.7,72.3,9.3,151,3,IPS LCD,5,720,1280,Android 7.1.1,Mediatek MT6737,4,Mali T720,128,16,2,6,2,2800,1,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Motorola Moto E,770,1,2017,6,144.5,72,9.3,150,1,IPS LCD,5,720,1280,Android 7.1,Qualcomm MSM8917,4,Adre0 308,128,16,2,6,2,2800,0,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Motorola Moto E,770,1,2017,6,155,77.5,9.6,181,1,IPS LCD,5.5,720,1280,Android 7.1,Qualcomm MSM8920,4,Adre0 308,128,16,2,6,2,5000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy Note FE,385,1,2017,7,153.5,73.9,7.9,167,3,Super AMOLED,5.7,1440,2560,Android 7.1.1,Exy0s 8890,8,Mali T880,256,64,4,210,3.1,3200,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,385,1,2017,7,152.4,78.6,7.6,170,2,Super AMOLED,5.5,720,1280,Android 7.0,Exy0s 7870,8,Mali T830,256,16,2,6,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Folder,385,1,2017,7,122,60.2,16.1,165,2,TFT,3.8,480,800,Android 6.0,Qualcomm MSM8917,4,Adre0 308,256,16,2,30,2,1950,0,Wi-Fi 802.11 b/g/n,0,0,1,0,1
Motorola Moto Z,385,1,2017,7,155.8,76,6.1,143,3,TFT,5.5,1440,2560,Android 7.1.1,Qualcomm MSM8998,8,Adre0 540,512,64,6,2,1,2730,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy Note,385,1,2017,8,162.5,74.8,8.6,195,3,Super AMOLED,6.3,1440,2960,Android 7.1.1,Exy0s 8895,8,Mali G71,512,64,6,210,3.1,3300,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy S,385,1,2017,8,151.9,74.9,9.9,208.1,1,Super AMOLED,5.8,1440,2960,Android 7.0,Qualcomm MSM8998,8,Adre0 540,512,64,4,6,1,4000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Gear Sport,0,0,2017,8,44.6,42.9,11.6,67,0,Super AMOLED,1.2,360,360,Tizen 4.0,Exy0s 3250,2,Mali 400,0,4,0.75,3,0,300,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Sony Xperia XZ,385,1,2017,8,148,73.4,7.4,155,3,IPS LCD,5.2,1080,1920,Android 8.0,Qualcomm MSM8998,8,Adre0 540,512,64,4,210,3.1,2700,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia XZ,385,1,2017,8,129,64,9.3,140,1,IPS LCD,4.6,720,1280,Android 8.0,Qualcomm MSM8998,8,Adre0 540,512,32,4,210,2,2700,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia XA,385,1,2017,8,155,75,8.7,189,3,IPS LCD,5.5,1080,1920,Android 7.0,Mediatek MT6757,8,Mali T880,256,32,3,6,2,3430,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Motorola Moto X,385,1,2017,8,148.4,73.4,8,163,3,IPS LCD,5.2,1080,1920,Android 7.1,Qualcomm SDM630,8,Adre0 508,256,64,4,42,1,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto G,385,1,2017,8,153.5,76.2,8,168,3,IPS LCD,5.5,1080,1920,Android 7.1,Qualcomm MSM8953,8,Adre0 506,256,64,4,6,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto G,385,1,2017,8,150,73.5,9.5,157,3,IPS LCD,5.2,1080,1920,Android 7.1,Qualcomm MSM8937,8,Adre0 505,256,32,3,6,2,3000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy Tab A,385,1,2017,9,212.1,124.1,8.9,364,1,IPS LCD,8,800,1280,Android 7.1,Qualcomm MSM8917,4,Adre0 308,256,16,2,30,2,5000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,0,0
Samsung Galaxy C,385,1,2017,9,152.4,74.7,7.9,180,2,Super AMOLED,5.5,1080,1920,Android 7.1,-,8,-,256,32,4,6,2,3000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Apple iPhone X,385,1,2017,9,143.6,70.9,7.7,174,1,TFT,5.8,1125,2436,iOS 11.1.1,Apple A11,6,Apple GPU,0,64,3,462,2,2716,1,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Apple iPhone,385,1,2017,9,158.4,78.1,7.5,202,1,IPS LCD,5.5,1080,1920,iOS 11,Apple A11,6,Apple GPU,0,64,3,462,2,2691,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Apple iPhone,385,1,2017,9,138.4,67.3,7.3,148,1,IPS LCD,4.7,750,1334,iOS 11,Apple A11,6,Apple GPU,0,64,2,462,2,1821,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Apple Watch Edition Series,385,1,2017,9,42.6,36.5,11.4,46.4,1,TFT,1.65,390,312,watchOS 4.0,Apple S3,2,PowerVR,0,16,0.75,6,0,279,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Series,385,1,2017,9,42.5,36.4,11.4,52.8,1,TFT,1.65,390,312,watchOS 4.0,Apple S3,2,PowerVR,0,16,0.75,6,0,279,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Apple Watch Series,385,1,2017,9,42.5,36.4,11.4,34.9,1,TFT,1.65,390,312,watchOS 4.0,Apple S3,2,PowerVR,0,8,0.75,6,0,279,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Xiaomi Mi A,385,1,2017,9,155.4,75.8,7.3,165,2,IPS LCD,5.5,1080,1920,Android 7.1.2,Qualcomm MSM8953,8,Adre0 506,128,64,4,30,2,3080,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Mi Mix,2310,1,2017,9,151.8,75.5,7.7,185,2,IPS LCD,5.99,1080,2160,Android 7.1,Qualcomm MSM8998,8,Adre0 540,0,128,8,30,1,3400,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Mi Note,2310,1,2017,9,152.6,74,7.6,163,2,IPS LCD,5.5,1080,1920,Android 7.1,Qualcomm SDM660,8,Adre0 512,0,64,6,30,1,3500,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,385,1,2017,10,136.5,69,8.4,130,2,Super AMOLED,4.7,540,960,Android 7.0,Exy0s 3475,4,Mali T720,256,8,1,6,2,2000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Tab Active,385,1,2017,10,127.6,214.7,9.9,415,1,TFT,8,800,1280,Android 7.1.1,Exy0s 7870,8,-,256,16,3,6,2,4450,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia R,385,1,2017,10,146,73.2,8.9,154,2,IPS LCD,5.2,720,1280,Android 7.1,Qualcomm MSM8937,8,Adre0 505,256,32,3,6,1,2620,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Honor 6C Pro,385,1,2017,10,147.9,73.2,7.7,145,2,IPS LCD,5.2,720,1280,Android 7.0,Mediatek MT6750,8,Mali T860,256,32,3,6,2,3000,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Xiaomi Redmi,770,1,2017,11,140.4,70.1,8.4,137,2,IPS LCD,5,720,1280,Android 7.1.2,Qualcomm MSM8917,4,Adre0 308,128,32,3,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Redmi Y,385,1,2017,11,153,76.2,7.7,153,2,IPS LCD,5.5,720,1280,Android 7.1.2,Qualcomm MSM8940,8,Adre0 505,256,64,4,30,2,3080,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Xiaomi Redmi Y,385,1,2017,11,153,76.2,7.6,150,2,IPS LCD,5.5,720,1280,Android 7.0,Qualcomm MSM8917,4,Adre0 308,256,16,2,30,2,3080,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Samsung Galaxy A,385,1,2017,12,149.2,70.6,8.4,172,3,Super AMOLED,5.6,1080,2220,Android 7.1.1,Exy0s 7885,8,Mali G71,256,32,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy A,385,1,2017,12,159.9,75.7,8.3,191,3,Super AMOLED,6,1080,2220,Android 7.1.1,Exy0s 7885,8,Mali G71,256,64,6,30,2,3500,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Redmi,770,1,2017,12,151.8,72.8,7.7,157,2,IPS LCD,5.7,720,1440,Android 7.1.2,Qualcomm SDM450,8,Adre0 506,128,32,3,30,2,3300,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Honor 9 Lite,385,1,2017,12,151,71.9,7.6,149,2,IPS LCD,5.65,1080,2160,Android 8.0,HiSilicon Kirin,8,Mali T830,256,64,4,30,2,3000,0,Wi-Fi 802.11 b/g/n,0,1,1,0,1
Honor 7X,385,1,2017,12,156.5,75.3,7.6,165,2,IPS LCD,5.93,1080,2160,Android 7.0,HiSilicon Kirin,8,Mali T830,256,64,4,6,2,3340,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Honor View 10,385,1,2017,12,157,75,7,172,2,IPS LCD,5.99,1080,2160,Android 8.0,HiSilicon Kirin,8,Mali G72,256,128,6,30,2,3750,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,385,1,2018,1,143.8,72.3,8.4,153,2,Super AMOLED,5,540,960,Android 7.1,Qualcomm MSM8917,4,Adre0 308,256,16,1.5,30,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Sony Xperia XA,385,1,2018,1,142,70,9.7,171,3,IPS LCD,5.2,1080,1920,Android 8.0,Qualcomm SDM630,8,Adre0 508,256,32,3,6,2,3300,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Sony Xperia XA,385,1,2018,1,163,80,9.5,221,3,IPS LCD,6,1080,1920,Android 8.0,Qualcomm SDM630,8,Adre0 508,256,32,4,6,2,3580,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Sony Xperia L,385,1,2018,1,150,78,9.8,178,3,IPS LCD,5.5,720,1280,Android 7.1.1,Mediatek MT6737T,4,Mali T720,256,32,3,6,2,3300,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy S,2310,1,2018,2,147.7,68.7,8.5,163,3,Super AMOLED,5.8,1440,2960,Android 8.0,Exy0s 9810,8,Mali G72,512,64,4,210,3.1,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy S,2310,1,2018,2,158.1,73.8,8.5,189,3,Super AMOLED,6.2,1440,2960,Android 8.0,Exy0s 9810,8,Mali G72,512,64,6,210,3.1,3500,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Redmi Note,385,1,2018,2,158.6,75.4,8.1,181,2,IPS LCD,5.99,1080,2160,Android 7.1.2,Qualcomm SDM636,8,Adre0 509,128,64,4,30,2,4000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Redmi Note,385,1,2018,2,158.5,75.5,8.1,180,2,IPS LCD,5.99,1080,2160,Android 7.1.2,Qualcomm MSM8953,8,Adre0 506,128,64,4,30,2,4000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia XZ,385,1,2018,2,153,72,11.1,198,3,IPS LCD,5.7,1080,2160,Android 8.0,Qualcomm SDM845,8,Adre0 630,512,64,4,210,3.1,3180,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia XZ,385,1,2018,2,135,65,12.1,168,3,IPS LCD,5,1080,2160,Android 8.0,Qualcomm SDM845,8,Adre0 630,512,64,4,210,3.1,2870,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,385,1,2018,3,151.7,75,8,170,3,PLS TFT,5.5,1080,1920,Android 7.0,Exy0s 7870,8,Mali T830,256,32,3,30,2,3300,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Apple iPad,2310,1,2018,3,240,169.5,7.5,469,1,IPS LCD,9.7,1536,2048,iOS 11.3,Apple A10,4,PowerVR Series7XT,0,32,2,6,2,-,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,0
Xiaomi Redmi Note,770,1,2018,3,158.6,75.4,8.1,181,2,IPS LCD,5.99,1080,2160,Android 8.0,Qualcomm SDM636,8,Adre0 509,128,64,4,30,2,4000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Mi Mix,2310,1,2018,3,150.9,74.9,8.1,191,2,IPS LCD,5.99,1080,2160,Android 8.0,Qualcomm SDM845,8,Adre0 630,0,256,8,30,2,3400,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,385,1,2018,4,153.5,77.2,8.2,174,3,Super AMOLED,5.5,720,1280,Android 8.0,Exy0s 7885,8,Mali G71,256,32,4,30,1,3000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Xiaomi Black Shark,2310,1,2018,4,161.6,75.4,9.3,190,2,IPS LCD,5.99,1080,2160,Android 8.0,Qualcomm SDM845,8,Adre0 630,0,128,8,30,2,4000,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Sony Xperia XZ,385,1,2018,4,158,80,11.9,236,3,IPS LCD,5.8,3840,2160,Android 8.0,Qualcomm SDM845,8,Adre0 630,512,64,6,2310,3.1,3540,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Honor 7A,385,1,2018,4,152.4,73,7.8,150,2,IPS LCD,5.7,720,1440,Android 8.0,Qualcomm MSM8937,8,Adre0 505,256,32,2,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Motorola Moto G,2310,1,2018,4,153.8,72.3,8.3,167,3,IPS LCD,5.7,1080,2160,Android 8.0,Qualcomm SDM450,8,Adre0 506,256,64,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto G,385,1,2018,4,160,75.5,8,167,3,IPS LCD,5.9,1080,2160,Android 8.0,Qualcomm SDM630,8,Adre0 508,256,64,4,210,2,3200,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto G,2310,1,2018,4,154.4,72.2,9,175,3,IPS LCD,5.7,720,1440,Android 8.0,Qualcomm MSM8937,8,Adre0 505Adre0,256,32,3,30,2,4000,1,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Motorola Moto E,2310,1,2018,4,160.9,75.3,9.4,196.6,3,IPS LCD,6,720,1440,Android 8.0,Qualcomm MSM8917,4,Adre0 308,256,32,3,30,2,5000,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Motorola Moto E,385,1,2018,4,154.4,72.2,9,174,3,IPS LCD,5.7,720,1440,Android 8.0,Qualcomm MSM8917,4,Adre0 308,256,16,2,30,2,4000,1,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Motorola Moto E,2310,1,2018,4,151,74,9,150,1,IPS LCD,5.2,720,1280,Android 8.0,Qualcomm MSM8917,4,Adre0 308,256,16,2,6,2,2800,0,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy J,385,1,2018,5,149.3,70.2,8.2,154,2,Super AMOLED,5.6,720,1480,Android 8.0,Exy0s 7870,8,Mali T830,256,64,4,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Samsung Galaxy A,385,1,2018,5,149.9,70.8,7.7,159,3,Super AMOLED,5.6,720,1480,Android 8.0,Exy0s 7870,8,Mali T830,256,64,4,30,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2018,5,159.2,75.7,8.2,177,2,Super AMOLED,6,720,1480,Android 8.0,Qualcomm SDM450,8,Adre0 506,256,64,4,30,2,3500,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Samsung Galaxy A,385,1,2018,5,160.2,75.7,7.9,186,3,Super AMOLED,6,1080,2220,Android 8.0,Qualcomm SDM450,8,Adre0 506,256,64,4,30,2,3500,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2018,5,151.7,77.2,8.1,175,2,Super AMOLED,5.5,720,1280,Android 8.0,Exy0s 7570,4,Mali T720,256,16,2,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy S Light Luxury,770,1,2018,5,148.9,68.1,8,150,2,Super AMOLED,5.8,1080,2220,Android 8.0,Qualcomm SDM660,8,Adre0 512,512,64,4,210,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Mi,770,1,2018,5,154.9,74.8,7.6,175,2,Super AMOLED,6.21,1080,2248,Android 8.1,Qualcomm SDM845,8,Adre0 630,0,64,6,2310,1,3400,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Redmi S,770,1,2018,5,160.7,77.3,8.1,170,2,IPS LCD,5.99,720,1440,Android 8.1,Qualcomm MSM8953,8,Adre0 506,256,64,4,30,2,3080,0,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Xiaomi Mi,770,1,2018,5,147.3,73.1,7.5,164,2,Super AMOLED,5.88,1080,2244,Android 8.1,Qualcomm SDM710,8,Adre0 616,0,128,6,210,1,3120,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Mi,770,1,2018,5,154.9,74.8,7.6,177,2,Super AMOLED,6.21,1080,2248,Android 8.1,Qualcomm SDM845,8,Adre0 630,0,128,8,2310,1,3000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Honor 10,385,1,2018,5,149.6,71.2,7.7,153,2,IPS LCD,5.84,1080,2280,Android 8.1,Hisilicon Kirin,8,Mali G72,0,64,4,30,2,3400,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Honor 7S,385,1,2018,5,146.5,70.9,8.3,142,3,TFT,5.45,720,1440,Android 8.1,Mediatek MT6739,4,PowerVR GE8100,256,16,2,6,2,3020,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Honor 7C,385,1,2018,5,158.3,76.7,7.8,164,2,IPS LCD,5.99,720,1440,Android 8.0,Qualcomm SDM450,8,Adre0 506,256,32,4,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Samsung Galaxy J,385,1,2018,6,153.2,76.2,8.6,181,1,TFT,5.5,720,1280,Android 8.0,-,8,-,400,16,2,6,2,3300,1,Wi-Fi 802.11 a/b/g/n,1,0,1,1,1
Samsung Galaxy J,385,1,2018,6,142.7,70.1,8.9,152,3,IPS LCD,5,720,1280,Android 8.0,Exy0s 7570,4,Mali T720,256,16,2,2,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,1,1
Samsung Galaxy A,770,1,2018,6,162.4,77,7.6,191,2,Super AMOLED,6.3,1080,2220,Android 8,Qualcomm SDM660,8,Adre0 512,512,64,4,210,2,3700,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Redmi,770,1,2018,6,147.5,71.5,8.3,145,2,IPS LCD,5.45,720,1440,Android 8.1,Mediatek MT6761,4,PowerVR GE8320,256,32,3,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Xiaomi Redmi,770,1,2018,6,147.5,71.5,8.3,146,2,IPS LCD,5.45,720,1440,Android 8.1,Mediatek MT6762,8,PowerVR GE8320,256,64,4,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Xiaomi Mi Pad,11,0,2018,6,200.2,120.3,7.9,342.5,1,IPS LCD,8,1200,1920,Android 8.1,Qualcomm SDM660,8,Adre0 512,256,64,4,30,1,6000,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Motorola Moto Z,2310,1,2018,6,156.5,76.5,6.8,156,3,Super AMOLED,6.01,1080,2160,Android 8.1,Qualcomm SDM636,8,Adre0 509,512,128,6,30,3.1,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto E,385,1,2018,6,151,74,9,150,1,IPS LCD,5.2,720,1280,Android 8.0,Qualcomm MSM8920,4,Adre0 308,256,16,2,6,2,2800,0,Wi-Fi 802.11 a/b/g/n,1,0,1,0,1
Samsung Galaxy On,385,1,2018,7,149.3,70.2,8.2,154,2,Super AMOLED,5.6,720,1480,Android 8.0,Exy0s 7870,8,Mali T830,256,64,4,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Xiaomi Mi A,770,1,2018,7,158.7,75.4,7.3,166,2,IPS LCD,5.99,1080,2160,Android 8.1,Qualcomm SDM660,8,Adre0 512,0,128,6,30,2,3000,0,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Xiaomi Mi A,770,1,2018,7,149.3,71.7,8.8,178,2,IPS LCD,5.84,1080,2280,Android 8.1,Qualcomm MSM8953,8,Adre0 506,256,64,4,30,2,4000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Mi Max,2310,1,2018,7,176.2,87.4,8,221,2,IPS LCD,6.9,1080,2160,Android 8.1,Qualcomm SDM636,8,Adre0 509,256,128,6,30,1,5500,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Sony Xperia XA,385,1,2018,7,157,75,9.6,205,3,IPS LCD,6,1080,2160,Android 8.0,Qualcomm SDM630,8,Adre0 508,400,64,6,6,2,3580,1,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Honor Play,770,1,2018,7,157.9,74.3,7.5,176,2,IPS LCD,6.3,1080,2340,Android 8.1,Hisilicon Kirin,8,Mali G72,256,64,4,30,2,3750,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Honor 9N,770,1,2018,7,149.2,71.8,7.7,152,2,IPS LCD,5.84,1080,2280,Android 8.0,HiSilicon Kirin,8,Mali T830,256,64,4,30,2,3000,0,Wi-Fi 802.11 b/g/n,1,1,1,0,1
Honor Note 10,2310,1,2018,7,177,85,7.7,230,2,TFT,6.95,1080,2220,Android 8.1,Hisilicon Kirin,8,Mali G72,256,128,6,30,3.1,5000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto E,385,1,2018,7,-,-,-,-,1,IPS LCD,5.84,480,960,Android 8.0,Qualcomm MSM8917,4,Adre0 308,256,16,1,6,2,2100,0,Wi-Fi 802.11 a/b/g/n,1,1,1,0,1
Samsung Galaxy Note,2310,1,2018,8,161.9,76.4,8.8,201,3,Super AMOLED,6.4,1440,2960,Android 8.1,Exy0s 9810,8,Mali G72,512,512,8,210,3.1,4000,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Samsung Galaxy J,385,1,2018,8,143.4,72.1,8.9,154,2,PLS TFT,5,540,960,Android 8.1,Exy0s 7570,4,Mali T720,256,8,1,30,2,2600,0,Wi-Fi 802.11 b/g/n,1,0,1,0,1
Samsung Galaxy Tab S,385,1,2018,8,249.3,164.3,7.1,482,1,Super AMOLED,10.5,1600,2560,Android 8.1,Qualcomm MSM8998,8,Adre0 540,512,64,4,210,3.1,7300,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Samsung Galaxy Watch,385,1,2018,8,49,46,13,63,1,Super AMOLED,1.3,360,360,Tizen 4.0,Exy0s 9110,2,-,0,4,1.5,6,0,472,1,Wi-Fi 802.11 b/g/n,0,0,1,1,0
Samsung Galaxy Tab A,385,1,2018,8,260,161.1,8,529,1,IPS LCD,10.5,1200,1920,Android 8.1,Qualcomm SDM450,8,Adre0 506,512,32,3,30,2,7300,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,0
Xiaomi Pocophone F,385,1,2018,8,155.5,75.3,8.8,182,2,IPS LCD,6.18,1080,2246,Android 8.1,Qualcomm SDM845,8,Adre0 630,256,256,8,30,2,4000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Xiaomi Mi Pad,11,0,2018,8,245.6,149.1,8,485,1,IPS LCD,10.1,1200,1920,Android 8.1,Qualcomm SDM660,8,Adre0 512,256,128,4,30,1,8620,0,Wi-Fi 802.11 a/b/g/n,0,0,1,1,1
Sony Xperia XZ,385,1,2018,8,158,73,9.9,193,3,TFT,6,1440,2880,Android 9.0,Qualcomm SDM845,8,Adre0 630,512,64,4,210,3.1,3300,1,Wi-Fi 802.11 a/b/g/n,0,1,1,1,1
Motorola One,385,1,2018,8,149.9,72.2,8,162,3,IPS LCD,5.9,720,1520,Android 8.1,Qualcomm MSM8953,8,Adre0 506,256,64,4,210,2,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola One Power,385,1,2018,8,156,76,8.4,205,3,IPS LCD,6.2,1080,2246,Android 8.1,Qualcomm SDM636,8,Adre0 509,256,64,4,210,2,5000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola Moto Z,385,1,2018,8,156.5,76.5,6.8,156,3,Super AMOLED,6.01,1080,2160,Android 8.1,Qualcomm MSM8998,8,Adre0 540,512,128,6,30,3.1,3000,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Motorola P,770,1,2018,8,155.5,76,7.7,170,3,IPS LCD,6.2,1080,2246,Android 8,Qualcomm SDM636,8,Adre0 509,256,64,6,30,2,3000,0,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy A,385,1,2018,9,159.8,76.8,7.5,168,3,Super AMOLED,6,1080,2220,Android 8.0,Exy0s 7885,8,Mali G71,512,128,4,30,2,3300,1,Wi-Fi 802.11 a/b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2018,9,161.4,76.9,7.9,178,3,IPS LCD,6,720,1480,Android 8.1,Qualcomm MSM8917,4,Adre0 308,512,64,4,30,2,3300,1,Wi-Fi 802.11 b/g/n,1,1,1,1,1
Samsung Galaxy J,385,1,2018,9,161.4,76.9,7.9,178,2,IPS LCD,6,720,1480,Android 8.1,Qualcomm MSM8917,4,Adre0 308,512,32,2,30,2,3300,1,Wi-Fi 802.11 b/g/n,1,1,1,1,1
